Datetime,Open,High,Low,Close,Volume
2022-01-03 09:15:00+05:30,17387.150390625,17501.650390625,17387.150390625,17498.099609375,0
2022-01-03 10:15:00+05:30,17499.44921875,17527.900390625,17488.0,17527.650390625,0
2022-01-03 11:15:00+05:30,17528.349609375,17534.0,17512.0,17524.900390625,0
2022-01-03 12:15:00+05:30,17523.69921875,17579.19921875,17523.69921875,17575.900390625,0
2022-01-03 13:15:00+05:30,17575.849609375,17613.849609375,17567.94921875,17611.0,0
2022-01-03 14:15:00+05:30,17611.5,17646.099609375,17604.80078125,17622.0,0
2022-01-03 15:15:00+05:30,17622.150390625,17640.55078125,17617.69921875,17635.349609375,0
2022-01-04 09:15:00+05:30,17681.400390625,17723.05078125,17594.25,17721.69921875,0
2022-01-04 10:15:00+05:30,17722.44921875,17733.05078125,17682.0,17692.44921875,0
2022-01-04 11:15:00+05:30,17691.44921875,17733.349609375,17665.19921875,17732.599609375,0
2022-01-04 12:15:00+05:30,17732.650390625,17743.5,17707.150390625,17712.400390625,0
2022-01-04 13:15:00+05:30,17712.69921875,17730.80078125,17669.94921875,17725.94921875,0
2022-01-04 14:15:00+05:30,17725.400390625,17798.650390625,17725.400390625,17797.599609375,0
2022-01-04 15:15:00+05:30,17798.19921875,17827.30078125,17793.55078125,17807.349609375,0
2022-01-05 09:15:00+05:30,17820.099609375,17853.44921875,17750.099609375,17845.75,0
2022-01-05 10:15:00+05:30,17845.69921875,17853.44921875,17789.25,17798.349609375,0
2022-01-05 11:15:00+05:30,17798.849609375,17864.900390625,17792.05078125,17863.150390625,0
2022-01-05 12:15:00+05:30,17863.05078125,17925.55078125,17859.400390625,17924.30078125,0
2022-01-05 13:15:00+05:30,17925.5,17934.400390625,17879.75,17911.05078125,0
2022-01-05 14:15:00+05:30,17912.05078125,17944.19921875,17887.69921875,17935.69921875,0
2022-01-05 15:15:00+05:30,17935.400390625,17935.849609375,17906.75,17907.69921875,0
2022-01-06 09:15:00+05:30,17768.5,17795.80078125,17672.099609375,17723.19921875,0
2022-01-06 10:15:00+05:30,17723.5,17727.150390625,17662.05078125,17680.650390625,0
2022-01-06 11:15:00+05:30,17679.599609375,17706.599609375,17663.30078125,17677.849609375,0
2022-01-06 12:15:00+05:30,17677.849609375,17720.150390625,17655.900390625,17712.19921875,0
2022-01-06 13:15:00+05:30,17711.849609375,17757.19921875,17688.94921875,17728.25,0
2022-01-06 14:15:00+05:30,17728.19921875,17790.75,17725.94921875,17739.25,0
2022-01-06 15:15:00+05:30,17739.849609375,17755.30078125,17728.55078125,17746.0,0
2022-01-07 09:15:00+05:30,17797.599609375,17898.0,17790.900390625,17885.650390625,0
2022-01-07 10:15:00+05:30,17885.099609375,17904.650390625,17823.650390625,17824.94921875,0
2022-01-07 11:15:00+05:30,17825.05078125,17855.150390625,17778.150390625,17795.69921875,0
2022-01-07 12:15:00+05:30,17794.599609375,17802.19921875,17705.05078125,17765.849609375,0
2022-01-07 13:15:00+05:30,17765.849609375,17799.94921875,17746.349609375,17749.849609375,0
2022-01-07 14:15:00+05:30,17749.55078125,17818.19921875,17740.099609375,17810.349609375,0
2022-01-07 15:15:00+05:30,17810.19921875,17829.5,17805.44921875,17818.19921875,0
2022-01-10 09:15:00+05:30,17913.30078125,17969.599609375,17879.80078125,17967.599609375,0
2022-01-10 10:15:00+05:30,17967.099609375,17977.55078125,17939.900390625,17961.80078125,0
2022-01-10 11:15:00+05:30,17961.75,17965.75,17901.05078125,17939.19921875,0
2022-01-10 12:15:00+05:30,17938.94921875,17978.0,17936.5,17963.30078125,0
2022-01-10 13:15:00+05:30,17963.349609375,17981.05078125,17949.349609375,17964.5,0
2022-01-10 14:15:00+05:30,17965.05078125,18009.0,17960.25,18004.5,0
2022-01-10 15:15:00+05:30,18004.69921875,18016.80078125,17998.19921875,18005.44921875,0
2022-01-11 09:15:00+05:30,17997.75,18053.349609375,17970.849609375,17991.69921875,0
2022-01-11 10:15:00+05:30,17991.94921875,18044.900390625,17964.900390625,18035.05078125,0
2022-01-11 11:15:00+05:30,18035.599609375,18058.900390625,18022.94921875,18028.80078125,0
2022-01-11 12:15:00+05:30,18028.55078125,18065.0,18023.5,18064.150390625,0
2022-01-11 13:15:00+05:30,18064.150390625,18080.94921875,18036.44921875,18065.55078125,0
2022-01-11 14:15:00+05:30,18065.25,18079.0,18002.400390625,18058.099609375,0
2022-01-11 15:15:00+05:30,18058.44921875,18064.349609375,18045.94921875,18059.0,0
2022-01-12 09:15:00+05:30,18170.400390625,18181.69921875,18129.94921875,18155.099609375,0
2022-01-12 10:15:00+05:30,18155.19921875,18201.400390625,18143.099609375,18197.0,0
2022-01-12 11:15:00+05:30,18196.599609375,18221.0,18184.150390625,18194.05078125,0
2022-01-12 12:15:00+05:30,18193.80078125,18198.599609375,18176.19921875,18186.44921875,0
2022-01-12 13:15:00+05:30,18185.30078125,18199.099609375,18158.75,18169.75,0
2022-01-12 14:15:00+05:30,18180.44921875,18227.349609375,18173.55078125,18215.099609375,0
2022-01-12 15:15:00+05:30,18215.099609375,18217.599609375,18192.94921875,18197.599609375,0
2022-01-13 09:15:00+05:30,18257.0,18271.55078125,18187.44921875,18197.0,0
2022-01-13 10:15:00+05:30,18197.19921875,18228.25,18164.150390625,18216.19921875,0
2022-01-13 11:15:00+05:30,18215.94921875,18252.849609375,18215.099609375,18250.099609375,0
2022-01-13 12:15:00+05:30,18250.400390625,18256.150390625,18204.0,18214.55078125,0
2022-01-13 13:15:00+05:30,18214.849609375,18245.05078125,18187.849609375,18217.400390625,0
2022-01-13 14:15:00+05:30,18216.849609375,18269.5,18203.900390625,18269.5,0
2022-01-13 15:15:00+05:30,18269.150390625,18269.80078125,18255.25,18258.55078125,0
2022-01-14 09:15:00+05:30,18185.0,18230.900390625,18120.94921875,18202.80078125,0
2022-01-14 10:15:00+05:30,18202.55078125,18217.19921875,18153.69921875,18186.400390625,0
2022-01-14 11:15:00+05:30,18185.94921875,18197.900390625,18141.650390625,18195.75,0
2022-01-14 12:15:00+05:30,18195.900390625,18226.5,18179.849609375,18218.30078125,0
